COURSE,DEPARTMENT,COURSE ID,CLASS NBR,TOTAL ENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
XEDU     A027B,NODEPT,130482,19133,3,,3,,,
XEDU     H118,NODEPT,161302,19140,3,2,1,,,
XEDU     S522,NODEPT,130835,19164,3,3,,,,
XHKS     ITF-27,NODEPT,153014,19913,3,1,2,,,
XHKS     MLD304,NODEPT,161370,19923,3,,,1,2,
XHKS     MLD377,NODEPT,161378,19945,3,1,1,1,,
XLAW 2777,NODEPT,161301,19132,3,2,1,,,
XMIT    2.14,NODEPT,130575,20049,3,3,,,,
XMIT    6.252,NODEPT,161418,20122,3,3,,,,
XMIT    6.882,NODEPT,161408,20055,3,3,,,,
XMIT   15.053,NODEPT,145591,20116,3,3,,,,
XMIT   15.3901,NODEPT,161156,20146,3,,3,,,
XMIT   15.535,NODEPT,131705,25374,3,,1,,2,
XPBH     EPI511,NODEPT,146510,19119,3,3,,,,
XPBH     GHP228,NODEPT,152818,20329,3,3,,,,
INDSTUDY    1,NODEPT,150200,16949,2,,2,,,
INDSTUDY    1,NODEPT,150200,16956,2,,2,,,
INDSTUDY  300,NODEPT,161075,16947,2,,,2,,
XBRN     EGYT25,NODEPT,173965,25453,2,2,,,,
XBUS 1575-00,NODEPT,144835,20317,2,2,,,,
XBUS 1755,NODEPT,173929,25344,2,1,1,,,
XBUS 2120,NODEPT,143167,25398,2,2,,,,
XBUS 4008,NODEPT,161324,19344,2,2,,,,
XBUS 4428,NODEPT,161325,19352,2,2,,,,
XBUS 4909,NODEPT,146666,19373,2,2,,,,
XBUS 8000,NODEPT,160014,25350,2,2,,,,
XDES     HIS04,NODEPT,152627,19975,2,2,,,,
XDES     HIS041,NODEPT,161386,19965,2,2,,,,
XDES     VIS024,NODEPT,161387,19966,2,2,,,,
XEDU     A117,NODEPT,130718,19355,2,,2,,,
XEDU     A362,NODEPT,160093,19138,2,2,,,,
XEDU     AH103,NODEPT,130827,19139,2,2,,,,
XEDU     H306,NODEPT,160092,19143,2,2,,,,
XEDU     S022,NODEPT,161305,19145,2,2,,,,
XEDU     S090A1,NODEPT,161307,19149,2,2,,,,
XEDU     S090A2,NODEPT,161309,19156,2,2,,,,
XEDU     T008,NODEPT,161313,19187,2,2,,,,
XEDU     T210M,NODEPT,160053,25457,2,2,,,,
XHKS     API-16,NODEPT,154053,19788,2,2,,,,
XHKS     DPI663,NODEPT,161348,19815,2,,2,,,
XHKS     IGA457,NODEPT,161321,19313,2,1,1,,,
XHKS     MLD225,NODEPT,161345,19801,2,2,,,,
XHKS     MLD829,NODEPT,153030,19317,2,,2,,,
XLAW 2317,NODEPT,161327,19399,2,2,,,,
XLAW 2355,NODEPT,160067,19226,2,,2,,,
XMED     GH708,NODEPT,173957,25426,2,2,,,,
XMIT     EC.720,NODEPT,152705,25390,2,,2,,,
XMIT     HST426,NODEPT,161469,20281,2,,2,,,
XMIT    2.065,NODEPT,173933,25351,2,2,,,,
XMIT    6.634J,NODEPT,144078,20325,2,2,,,,
XMIT    6.887,NODEPT,161479,20302,2,,2,,,
XMIT    9.301,NODEPT,130923,20220,2,2,,,,
XMIT   10.390J,NODEPT,202984,32898,2,,,,2,
XMIT   15.032,NODEPT,161441,20212,2,2,,,,
XMIT   15.401,NODEPT,173932,25347,2,,2,,,
XMIT   15.812,NODEPT,148404,25364,2,,1,,1,
XMIT   18.175,NODEPT,154031,25367,2,2,,,,
XMIT   18.335,NODEPT,161484,20315,2,2,,,,
XMIT   18.9011,NODEPT,173938,25361,2,1,,,1,
XMIT   21H.981,NODEPT,130953,25327,2,2,,,,
XPBH     BIO223,NODEPT,152801,19107,2,2,,,,
XPBH     EH269,NODEPT,173911,25306,2,2,,,,
XPBH     EPI289,NODEPT,152816,19462,2,2,,,,
XPBH     EPI293,NODEPT,152976,25458,2,2,,,,
XPBH     EPI501,NODEPT,146232,19118,2,2,,,,
INDSTUDY    1,NODEPT,150200,16950,1,,1,,,
INDSTUDY    1,NODEPT,150200,16959,1,,1,,,
XBUS     DES034,NODEPT,161398,20020,1,1,,,,
XBUS     HBS48,NODEPT,152853,19917,1,1,,,,
XBUS 1105,NODEPT,161490,20330,1,,,1,,
XBUS 1115,NODEPT,173915,25311,1,,,1,,
XBUS 1122,NODEPT,146520,25339,1,1,,,,
XBUS 1428,NODEPT,148298,20322,1,,1,,,
XBUS 1462,NODEPT,130179,25396,1,,1,,,
XBUS 1462,NODEPT,161485,20316,1,1,,,,
XBUS 1565,NODEPT,173927,25332,1,1,,,,
XBUS 1929,NODEPT,161487,20324,1,,,1,,
XBUS 2056,NODEPT,171378,25320,1,1,,,,
XBUS 6212,NODEPT,173912,25307,1,1,,,,
XDES     DES032,NODEPT,161396,20018,1,,1,,,
XDES     DES033,NODEPT,161397,20019,1,,1,,,
XDES     DES033,NODEPT,161475,20288,1,,1,,,
XDES     HIS043,NODEPT,161403,20028,1,1,,,,
XDES     HIS043,NODEPT,161404,20031,1,1,,,,
XDES     HIS044,NODEPT,161402,20025,1,1,,,,
XDES     SCI064,NODEPT,161399,20021,1,,1,,,
XDES     SES052,NODEPT,152547,20287,1,,1,,,
XDES     SES053,NODEPT,161400,20022,1,,1,,,
XDES     VIS024,NODEPT,161394,20015,1,,1,,,
XDES     VIS024,NODEPT,161395,20016,1,,1,,,
XDES    6.073,NODEPT,161476,20290,1,,1,,,
XEDU     A108,NODEPT,130613,19135,1,,1,,,
XEDU     A122,NODEPT,130502,19137,1,1,,,,
XEDU     A129,NODEPT,130503,19947,1,,1,,,
XEDU     A132,NODEPT,130468,19948,1,,1,,,
XEDU     A607,NODEPT,130825,19952,1,,1,,,
XEDU     AH210A,NODEPT,173967,25456,1,1,,,,
XEDU     H180,NODEPT,130459,19141,1,1,,,,
XEDU     H610M,NODEPT,161405,20036,1,,1,,,
XEDU     H810F,NODEPT,130829,20034,1,,1,,,
XEDU     H860,NODEPT,161329,19401,1,,1,,,
XEDU     S030,NODEPT,160091,19464,1,1,,,,
XEDU     S529,NODEPT,161391,19970,1,1,,,,
XEDU     S553,NODEPT,161041,32922,1,1,,,,
XEDU     T006,NODEPT,130486,19185,1,1,,,,
XEDU     T-210Z,NODEPT,152974,19987,1,,1,,,
XEDU     T301A,NODEPT,130736,19203,1,,1,,,
XEDU     T301B,NODEPT,130737,19402,1,,1,,,
XEDU     T302A,NODEPT,130473,19465,1,,1,,,
XEDU     T543B,NODEPT,161315,19209,1,1,,,,
XEDU     T545,NODEPT,130481,19147,1,1,,,,
XEDU     T553,NODEPT,130838,19403,1,,1,,,
XEDU     T565,NODEPT,130480,19404,1,,1,,,
XEDU     T-565,NODEPT,161393,19988,1,,1,,,
XFLT     DHPD22,NODEPT,173966,25454,1,1,,,,
XFLT     DHPP2,NODEPT,153730,32908,1,1,,,,
XFLT     DHPP2,NODEPT,156754,25463,1,1,,,,
XHKS     API112,NODEPT,161317,19257,1,1,,,,
XHKS     API-20,NODEPT,153940,19856,1,1,,,,
XHKS     API211,NODEPT,160078,19301,1,1,,,,
XHKS     API303,NODEPT,142343,19302,1,,,,1,
XHKS     BGP23,NODEPT,152864,19304,1,1,,,,
XHKS     BGP-26,NODEPT,161334,19498,1,,1,,,
XHKS     DPI205,NODEPT,161346,19809,1,1,,,,
XHKS     DPI662,NODEPT,161367,19919,1,,1,,,
XHKS     DPI662,NODEPT,161410,20103,1,,1,,,
XHKS     DPI663,NODEPT,161320,19309,1,,1,,,
XHKS     DPI663,NODEPT,161373,19938,1,,1,,,
XHKS     DPI802,NODEPT,161452,20248,1,1,,,,
XHKS     IGA145,NODEPT,161351,19833,1,,1,,,
XHKS     IGA220,NODEPT,161420,20134,1,,,1,,
XHKS     IGA224,NODEPT,161442,20215,1,,1,,,
XHKS     IGA347,NODEPT,161352,19834,1,1,,,,
XHKS     IGA347,NODEPT,161375,19941,1,1,,,,
XHKS     IGA351,NODEPT,161353,19849,1,,1,,,
XHKS     IGA436,NODEPT,161354,19851,1,1,,,,
XHKS     IGA-45,NODEPT,152703,19909,1,,1,,,
XHKS     IGA528,NODEPT,161336,19502,1,,,1,,
XHKS     IGA535,NODEPT,173964,25445,1,,1,,,
XHKS     IGA-61,NODEPT,156818,19910,1,,,1,,
XHKS     IGA-61,NODEPT,173952,25397,1,,1,,,
XHKS     IGA662,NODEPT,152719,19942,1,,,,1,
XHKS     MLD223,NODEPT,161360,19918,1,1,,,,
XHKS     MLD225,NODEPT,161406,20041,1,,,1,,
XHKS     MLD225,NODEPT,173913,25309,1,,,,1,
XHKS     MLD427,NODEPT,161380,19949,1,,1,,,
XHKS     MLD602,NODEPT,161384,19963,1,1,,,,
XHKS     MLD610,NODEPT,161368,19920,1,,,,1,
XHKS     MLD620,NODEPT,161322,19316,1,,1,,,
XHKS     MLD831,NODEPT,161323,19323,1,,1,,,
XHKS     MLD839,NODEPT,161427,20150,1,,1,,,
XHKS     PED502,NODEPT,161382,19951,1,,1,,,
XHKS     SUP470,NODEPT,161390,19969,1,,1,,,
XHKS     SUP666,NODEPT,161369,19921,1,,,1,,
XHKS  839M,NODEPT,160047,25442,1,,1,,,
XLAW 2006,NODEPT,160102,19398,1,,1,,,
XLAW 2014,NODEPT,161326,19391,1,1,,,,
XLAW 2035,NODEPT,106029,20112,1,,,1,,
XLAW 2098,NODEPT,106031,20105,1,,,1,,
XLAW 2116,NODEPT,146645,20107,1,1,,,,
XLAW 2195,NODEPT,130464,19126,1,1,,,,
XLAW 2202,NODEPT,106040,20121,1,,1,,,
XLAW 2319,NODEPT,156833,19785,1,1,,,,
XLAW 2517,NODEPT,161411,20104,1,1,,,,
XLAW 2537,NODEPT,130745,19786,1,,1,,,
XLAW 2669,NODEPT,161366,19914,1,,1,,,
XLAW 2747,NODEPT,161413,20110,1,,1,,,
XLAW 2815,NODEPT,161415,20113,1,,1,,,
XLAW 2841,NODEPT,161414,20111,1,1,,,,
XLAW 2858,NODEPT,173970,25461,1,1,,,,
XLAW 8008,NODEPT,130515,19315,1,1,,,,
XLAW 8008,NODEPT,130515,25462,1,1,,,,
XMED     BMI726,NODEPT,173944,25377,1,1,,,,
XMED     HT090,NODEPT,130699,25423,1,1,,,,
XMED     HT192,NODEPT,152716,25446,1,1,,,,
XMED 20501,NODEPT,161350,19831,1,1,,,,
XMED 53701,NODEPT,161349,19827,1,1,,,,
XMIT     CMS.83,NODEPT,173951,25395,1,1,,,,
XMIT     CMS831,NODEPT,173908,25302,1,1,,,,
XMIT     EC.S08,NODEPT,173960,25435,1,,1,,,
XMIT     HST.97,NODEPT,153051,20061,1,1,,,,
XMIT     HST426,NODEPT,173931,25346,1,,1,,,
XMIT     HST526,NODEPT,161444,20226,1,1,,,,
XMIT     MAS.33,NODEPT,153053,20125,1,,1,,,
XMIT     MAS.82,NODEPT,173949,25391,1,,1,,,
XMIT     MAS.S6,NODEPT,173950,25392,1,1,,,,
XMIT     MAS581,NODEPT,161470,20283,1,1,,,,
XMIT     MAS581,NODEPT,173963,25444,1,1,,,,
XMIT     MAS790,NODEPT,161481,20309,1,1,,,,
XMIT     MS.302,NODEPT,161443,20225,1,,1,,,
XMIT     NS.301,NODEPT,145689,25317,1,,1,,,
XMIT     STS043,NODEPT,173924,25331,1,,1,,,
XMIT     WGS.22,NODEPT,153055,20147,1,,1,,,
XMIT    2.00B,NODEPT,173941,25368,1,,1,,,
XMIT    2.29,NODEPT,160512,25318,1,1,,,,
XMIT    2.72,NODEPT,146024,20285,1,1,,,,
XMIT    2.912,NODEPT,173962,25441,1,,,,1,
XMIT    4.341,NODEPT,144413,20314,1,,,,1,
XMIT    4.608,NODEPT,173959,25433,1,1,,,,
XMIT    4.S26,NODEPT,173947,25387,1,1,,,,
XMIT    5.05,NODEPT,144891,25321,1,1,,,,
XMIT    5.061,NODEPT,143947,20289,1,1,,,,
XMIT    5.44,NODEPT,144263,25319,1,1,,,,
XMIT    5.64,NODEPT,144811,25360,1,,,1,,
XMIT    6.006,NODEPT,130430,20227,1,1,,,,
XMIT    6.042J,NODEPT,142814,20222,1,1,,,,
XMIT    6.073,NODEPT,173956,25424,1,,,,1,
XMIT    6.281,NODEPT,173930,25345,1,1,,,,
XMIT    6.375,NODEPT,153921,20062,1,1,,,,
XMIT    6.431,NODEPT,153486,20120,1,1,,,,
XMIT    6.443,NODEPT,145311,25381,1,1,,,,
XMIT    6.775,NODEPT,144814,25382,1,1,,,,
XMIT    6.823,NODEPT,145049,20126,1,1,,,,
XMIT    6.831,NODEPT,130600,20135,1,1,,,,
XMIT    6.833,NODEPT,143294,25340,1,1,,,,
XMIT    6.854J,NODEPT,153622,20320,1,1,,,,
XMIT    6.882,NODEPT,173955,25421,1,1,,,,
XMIT    6.884,NODEPT,146141,20319,1,1,,,,
XMIT    7.76,NODEPT,142352,20278,1,1,,,,
XMIT    7.98,NODEPT,160145,20056,1,,,1,,
XMIT    8.323,NODEPT,145209,25324,1,1,,,,
XMIT    8.325,NODEPT,145690,25431,1,,,1,,
XMIT    8.THG,NODEPT,173948,25388,1,1,,,,
XMIT    9.35,NODEPT,160147,25429,1,1,,,,
XMIT    9.S913,NODEPT,146683,25434,1,1,,,,
XMIT   10.37,NODEPT,173946,25383,1,,,,1,
XMIT   10.531J,NODEPT,130925,20224,1,1,,,,
XMIT   10.65,NODEPT,161417,20117,1,1,,,,
XMIT   11.123,NODEPT,148102,20326,1,,1,,,
XMIT   12.307,NODEPT,202982,32897,1,,1,,,
XMIT   14.272,NODEPT,142661,20293,1,1,,,,
XMIT   14.283,NODEPT,146455,25371,1,1,,,,
XMIT   14.284,NODEPT,146456,25372,1,1,,,,
XMIT   14.662,NODEPT,160153,20052,1,1,,,,
XMIT   15.141J,NODEPT,144874,20331,1,,1,,,
XMIT   15.218,NODEPT,161426,20149,1,,,,1,
XMIT   15.363,NODEPT,130561,20060,1,,1,,,
XMIT   15.39,NODEPT,130562,20050,1,,,,1,
XMIT   15.431,NODEPT,153387,25447,1,,,,1,
XMIT   15.4311,NODEPT,161492,20333,1,,,,1,
XMIT   15.4341,NODEPT,161483,20313,1,,,,1,
XMIT   15.438,NODEPT,130939,20336,1,,,,1,
XMIT   15.439,NODEPT,173939,25362,1,,1,,,
XMIT   15.447,NODEPT,161425,20144,1,,,,1,
XMIT   15.49,NODEPT,161407,20051,1,1,,,,
XMIT   15.49,NODEPT,173953,25399,1,,,1,,
XMIT   15.493,NODEPT,130941,25430,1,1,,,,
XMIT   16.5,NODEPT,161458,20250,1,,1,,,
XMIT   16.687,NODEPT,161480,20306,1,,1,,,
XMIT   17.48,NODEPT,173940,25366,1,,1,,,
XMIT   17.482J,NODEPT,142909,25369,1,1,,,,
XMIT   17.569,NODEPT,161409,20063,1,,1,,,
XMIT   17.584,NODEPT,161488,20327,1,1,,,,
XMIT   17.S914,NODEPT,160478,20307,1,,1,,,
XMIT   18.05,NODEPT,142910,20223,1,1,,,,
XMIT   18.1021,NODEPT,173917,25314,1,1,,,,
XMIT   18.125,NODEPT,173918,25315,1,,1,,,
XMIT   18.137,NODEPT,173928,25342,1,1,,,,
XMIT   18.212,NODEPT,161471,20284,1,,1,,,
XMIT   18.338,NODEPT,145965,25384,1,1,,,,
XMIT   18.369,NODEPT,145208,25428,1,1,,,,
XMIT   18.418,NODEPT,160115,25341,1,1,,,,
XMIT   18.979,NODEPT,173914,25310,1,1,,,,
XMIT   21M.460,NODEPT,146315,25365,1,1,,,,
XMIT   21W.031,NODEPT,173919,25325,1,1,,,,
XMIT   21W.747,NODEPT,161424,20139,1,,1,,,
XMIT   21W.755,NODEPT,161477,20297,1,,1,,,
XMIT   21W.765,NODEPT,161429,20152,1,,1,,,
XMIT   22.012,NODEPT,161428,20151,1,,1,,,
XMIT   24.956,NODEPT,145464,20053,1,1,,,,
XPBH     BIO210,NODEPT,145514,32920,1,1,,,,
XPBH     BIO212,NODEPT,173921,25330,1,1,,,,
XPBH     BIO226,NODEPT,152802,19108,1,1,,,,
XPBH     BIO312,NODEPT,152900,20114,1,1,,,,
XPBH     BIO316,NODEPT,152971,25322,1,1,,,,
XPBH     BIO507,NODEPT,173916,25313,1,1,,,,
XPBH     BIO514,NODEPT,152808,25378,1,1,,,,
XPBH     EH257,NODEPT,152810,19504,1,1,,,,
XPBH     EH330,NODEPT,173968,25459,1,1,,,,
XPBH     EPI213,NODEPT,161419,20127,1,1,,,,
XPBH     EPI511,NODEPT,152817,20318,1,1,,,,
XPBH     GHP504,NODEPT,152819,19120,1,1,,,,
XPBH     GHP515,NODEPT,152842,25379,1,,1,,,
XPBH     GHP548,NODEPT,173945,25380,1,1,,,,
XPBH     HPM232,NODEPT,173934,25354,1,,1,,,
XPBH     ID214,NODEPT,152832,19121,1,1,,,,
XPBH     ID250,NODEPT,145737,19122,1,1,,,,
XPBH     ID511,NODEPT,173937,25358,1,1,,,,
XPBH     ID513-,NODEPT,152836,19123,1,1,,,,
XPBH     RDS28,NODEPT,148279,25394,1,1,,,,
XPBH     RDS285,NODEPT,152838,19099,1,1,,,,
XPBH     SBS263,NODEPT,153039,25316,1,1,,,,
PHIL   22,PHIL,109353,10183,113,1,108,,4,
PHIL    8,PHIL,124788,13414,85,,84,,,1
PHIL  168,PHIL,123509,14863,54,2,44,1,1,6
PHIL  144,PHIL,109447,10350,28,2,25,,,1
PHIL  149Z,PHIL,114427,12306,27,,23,,,4
PHIL  159,PHIL,114155,14874,26,6,18,,,2
PHIL  178S,PHIL,159753,14875,21,5,14,,,2
PHIL  129,PHIL,117823,12331,20,3,13,,,4
PHIL  147,PHIL,146883,11747,17,4,13,,,
PHIL  279,PHIL,159754,14876,16,12,1,1,1,1
PHIL  311,PHIL,115778,12063,14,14,,,,
PHIL  102,PHIL,112252,14872,12,5,6,,,1
PHIL  312,PHIL,118757,12345,12,12,,,,
PHIL  171,PHIL,159747,14871,10,2,6,,1,1
PHIL   97,PHIL,122989,17085,9,,9,,,
PHIL   97,PHIL,122989,13353,8,,8,,,
PHIL   97,PHIL,122989,18727,8,,8,,,
PHIL  125,PHIL,121954,14861,8,1,6,,,1
PHIL  245Q,PHIL,126155,14878,8,5,1,,,2
PHIL   99,PHIL,113888,14047,7,,7,,,
PHIL  158X,PHIL,159751,14862,7,2,3,,,2
PHIL  300B,PHIL,118065,12622,6,6,,,,
PHIL    7,PHIL,114416,12300,5,,5,,,
PHIL  315HFB,PHIL,160665,16318,5,5,,,,
PHIL   98,PHIL,116407,12484,4,,4,,,
PHIL  157,PHIL,132280,14873,4,,4,,,
PHIL  213G,PHIL,160770,16815,4,1,2,1,,
PHIL  321F,PHIL,159752,16217,4,4,,,,
PHIL  299HFB,PHIL,160664,16317,3,3,,,,
PHIL  333,PHIL,111147,18085,3,3,,,,
PHIL  399,PHIL,112838,10920,3,3,,,,
PHIL  333,PHIL,111147,18083,2,2,,,,
PHIL  399,PHIL,112838,18111,2,2,,,,
PHIL  399,PHIL,112838,18113,2,2,,,,
PHIL  305,PHIL,113934,18068,1,1,,,,
PHIL  333,PHIL,111147,10114,1,1,,,,
PHIL  333,PHIL,111147,18086,1,1,,,,
PHIL  333,PHIL,111147,18089,1,1,,,,
PHIL  333,PHIL,111147,18094,1,1,,,,
PHIL  333,PHIL,111147,18099,1,1,,,,
PHIL  333,PHIL,111147,18101,1,1,,,,
PHIL  399,PHIL,112838,18106,1,1,,,,
PHIL  399,PHIL,112838,18107,1,1,,,,
PHIL  399,PHIL,112838,18108,1,1,,,,
PHIL  399,PHIL,112838,18109,1,1,,,,
PHIL  399,PHIL,112838,18110,1,1,,,,
PHIL  399,PHIL,112838,18118,1,1,,,,
PHIL  399,PHIL,112838,18120,1,1,,,,
PHIL  399,PHIL,112838,18121,1,1,,,,
PHIL  399,PHIL,112838,18122,1,1,,,,
PHYSICS   15A,PHYS,111164,15403,67,,66,,1,
PHYSICS   15C,PHYS,124154,15407,61,,60,,1,
PHYSICS  181,PHYS,143450,12118,42,,41,1,,
PHYSICS   15B,PHYS,111896,15405,38,,38,,,
PHYSICS  143A,PHYS,108465,11037,37,2,35,,,
PHYSICS  251B,PHYS,111876,10136,37,34,1,2,,
PHYSICS  232,PHYS,112263,11336,33,26,6,1,,
PHYSICS   90R,PHYS,111672,11618,29,,29,,,
PHYSICS  153,PHYS,111822,11963,27,,27,,,
PHYSICS  302,PHYS,107899,18903,23,23,,,,
PHYSICS  211R,PHYS,117201,12473,19,9,7,1,,2
PHYSICS  144,PHYS,109967,10690,18,,18,,,
PHYSICS  302,PHYS,107899,10418,18,18,,,,
PHYSICS  140,PHYS,127814,15409,16,,15,,,1
PHYSICS  347A,PHYS,115495,12527,15,15,,,,
PHYSICS  201,PHYS,161201,17036,14,11,3,,,
PHYSICS  295A,PHYS,127980,15524,14,11,2,1,,
PHYSICS  143B,PHYS,111731,17047,13,,13,,,
PHYSICS  175,PHYS,121941,13239,12,,12,,,
PHYSICS  268BR,PHYS,160744,16676,12,8,3,,,1
PHYSICS  254,PHYS,109328,10154,11,6,3,1,,1
PHYSICS  191R,PHYS,121993,14493,10,,10,,,
PHYSICS  223,PHYS,109346,16779,9,6,1,,,2
PHYSICS  253B,PHYS,115442,12437,8,3,2,2,,1
PHYSICS  341A,PHYS,111169,10165,8,8,,,,
PHYSICS  313A,PHYS,122839,13024,7,7,,,,
PHYSICS  301A,PHYS,110965,11693,6,6,,,,
PHYSICS  339B,PHYS,120868,13114,6,6,,,,
PHYSICS  379B,PHYS,148230,12804,6,6,,,,
PHYSICS  123,PHYS,124108,19021,5,,5,,,
PHYSICS  215,PHYS,126851,16993,5,3,2,,,
PHYSICS  223,PHYS,109346,19022,5,1,1,,,3
PHYSICS  287BR,PHYS,114008,14168,5,4,,,,1
PHYSICS  311A,PHYS,148189,12821,5,5,,,,
PHYSICS  347B,PHYS,115525,12549,5,5,,,,
PHYSICS  303A,PHYS,118884,12452,4,4,,,,
PHYSICS  313B,PHYS,122840,13026,4,4,,,,
PHYSICS  391A,PHYS,120134,13342,4,4,,,,
PHYSICS  123,PHYS,124108,14524,3,,3,,,
PHYSICS  339A,PHYS,120869,13116,3,3,,,,
PHYSICS  341B,PHYS,118950,12499,3,3,,,,
PHYSICS  353B,PHYS,125789,13611,3,3,,,,
PHYSICS  301B,PHYS,110966,11705,2,2,,,,
PHYSICS  304A,PHYS,110256,10871,2,2,,,,
PHYSICS  311B,PHYS,143819,12806,2,2,,,,
PHYSICS  315B,PHYS,145282,13145,2,2,,,,
PHYSICS  321A,PHYS,112282,11382,2,2,,,,
PHYSICS  321B,PHYS,112283,11399,2,2,,,,
PHYSICS  349A,PHYS,125315,12817,2,2,,,,
PHYSICS  349B,PHYS,125316,12820,2,2,,,,
PHYSICS  351B,PHYS,120873,13121,2,2,,,,
PHYSICS  363A,PHYS,112091,10902,2,2,,,,
PHYSICS  379A,PHYS,144344,12797,2,2,,,,
PHYSICS  387B,PHYS,116755,12269,2,2,,,,
PHYSICS  397B,PHYS,121229,13455,2,2,,,,
PHYSICS   91R,PHYS,110569,11885,1,,1,,,
PHYSICS  247R,PHYS,145024,16327,1,1,,,,
PHYSICS  303B,PHYS,118886,12454,1,1,,,,
PHYSICS  304B,PHYS,110257,10872,1,1,,,,
PHYSICS  315A,PHYS,121332,13537,1,1,,,,
PHYSICS  317A,PHYS,119763,12981,1,1,,,,
PHYSICS  317B,PHYS,119764,12982,1,1,,,,
PHYSICS  319B,PHYS,113987,14147,1,1,,,,
PHYSICS  327B,PHYS,118814,12382,1,1,,,,
PHYSICS  331A,PHYS,125320,12826,1,1,,,,
PHYSICS  331B,PHYS,125321,12829,1,1,,,,
PHYSICS  337A,PHYS,114834,12556,1,1,,,,
PHYSICS  343A,PHYS,119051,12665,1,1,,,,
PHYSICS  363B,PHYS,112092,10905,1,1,,,,
PHYSICS  371B,PHYS,118633,12267,1,1,,,,
PHYSICS  383A,PHYS,113458,11981,1,1,,,,
PHYSICS  383B,PHYS,113887,14044,1,1,,,,
PHYSICS  387A,PHYS,116745,12261,1,1,,,,
PHYSICS  389B,PHYS,116429,12513,1,1,,,,
PHYSICS  393B,PHYS,117913,12469,1,1,,,,
PHYSICS  397A,PHYS,121228,13452,1,1,,,,
PHYSCI    3,PSCI,122576,16293,176,,176,,,
PHYSCI   12A,PSCI,109274,11850,79,,79,,,
PSY   15,PSYC,114178,14883,395,,393,,,2
PSY 1503,PSYC,107602,18823,88,,88,,,
PSY 1900,PSYC,118254,12099,53,,51,1,,1
PSY  971,PSYC,113094,10395,41,,41,,,
PSY 1500,PSYC,160692,16349,38,,35,1,2,
PSY 1301,PSYC,160658,16308,37,,37,,,
PSY 1855,PSYC,156557,11529,30,,30,,,
PSY 1702,PSYC,108490,16350,25,,24,1,,
PSY 1056,PSYC,160724,16585,23,,23,,,
PSY 1853,PSYC,119189,12575,22,,21,,,1
PSY  975,PSYC,122315,13525,21,,21,,,
PSY 1557,PSYC,160696,16363,21,,21,,,
PSY 2030,PSYC,160667,16320,21,14,2,,,5
PSY 1453,PSYC,108980,17034,20,,20,,,
PSY 1857,PSYC,160646,16299,20,,16,2,,2
PSY 2553R,PSYC,120559,18807,20,,20,,,
PSY 1901,PSYC,127078,16666,19,,18,,,1
PSY 2580R,PSYC,113780,18808,19,3,16,,,
PSY 1057,PSYC,160684,16336,18,,18,,,
PSY 1858,PSYC,156561,18321,18,,18,,,
PSY 1952,PSYC,117879,12404,18,15,,,,3
PSY 1009,PSYC,110216,15718,17,,17,,,
PSY 1401,PSYC,160656,16306,17,3,12,1,,1
PSY 3420,PSYC,121696,13009,17,17,,,,
PSY 2485,PSYC,159711,14813,16,,16,,,
PSY  980M,PSYC,160162,15558,15,,15,,,
PSY 3200,PSYC,118948,12496,14,13,,,,1
PSY 3555,PSYC,119532,12756,14,14,,,,
PSY 1563,PSYC,160691,16348,13,,13,,,
PSY 3050,PSYC,115467,12460,13,13,,,,
PSY 1454,PSYC,156569,11539,12,,12,,,
PSY 2570R,PSYC,122753,16674,12,6,6,,,
PSY 3220,PSYC,115575,12561,12,12,,,,
PSY 3340,PSYC,115582,12564,12,12,,,,
PSY  985,PSYC,111429,10926,11,,11,,,
PSY 2020,PSYC,122608,12776,11,11,,,,
PSY 2464R,PSYC,124970,16575,10,4,2,,,4
PSY 1430,PSYC,121754,17064,9,,9,,,
PSY 2461R,PSYC,119124,16672,9,5,3,,,1
PSY 1554,PSYC,160685,16337,8,,8,,,
PSY 2410R,PSYC,107706,18327,8,3,5,,,
PSY 2446R,PSYC,123042,18805,8,3,5,,,
PSY  980W,PSYC,160666,16375,7,,7,,,
PSY 2040,PSYC,140850,14283,7,7,,,,
PSY 2250,PSYC,160662,16315,7,2,4,,,1
PSY 2320,PSYC,160686,16338,7,5,1,,,1
PSY  910R,PSYC,110768,16664,6,,6,,,
PSY  990B,PSYC,159828,14894,6,,6,,,
PSY 1559,PSYC,156640,11600,6,,6,,,
PSY 1605,PSYC,109862,10630,6,,6,,,
PSY 2160R,PSYC,108491,18798,6,4,2,,,
PSY 2560R,PSYC,156623,16673,6,2,4,,,
PSY 2357R,PSYC,109858,18804,5,2,3,,,
PSY 2400,PSYC,117820,16341,5,5,,,,
PSY 2475R,PSYC,128307,18806,5,1,4,,,
PSY 2620R,PSYC,156624,18809,5,3,2,,,
PSY 3500,PSYC,118609,12257,5,5,,,,
PSY 3550,PSYC,123926,13226,5,5,,,,
PSY 1652R,PSYC,117880,18794,4,,4,,,
PSY 2358R,PSYC,110714,18803,4,2,2,,,
PSY 2661R,PSYC,110217,18820,4,,3,,,1
PSY 3020,PSYC,113960,16544,4,4,,,,
PSY 3020,PSYC,113960,16561,4,4,,,,
PSY 3360,PSYC,143094,12154,4,4,,,,
PSY  993B,PSYC,159993,15183,3,,3,,,
PSY 1655R,PSYC,119243,18797,3,,1,,,2
