COURSE,DEPARTMENT,COURSE ID,CLASS NBR,TOTAL ENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
COMPLIT  399,CPLT,112031,17737,1,1,,,,
COMPLIT  399,CPLT,112031,17739,1,1,,,,
COMPSCI   51,CS,112960,15995,284,2,275,,1,4
COMPSCI  181,CS,148156,16014,187,44,109,1,3,30
COMPSCI  124,CS,115384,14631,174,1,169,,,2
COMPSCI  171,CS,124364,12943,101,10,65,,3,23
COMPSCI    1,CS,119953,13103,90,1,83,,4,2
COMPSCI  152,CS,119629,16010,67,,67,,,
COMPSCI  179,CS,123971,13291,65,1,56,,,8
COMPSCI   20,CS,128073,14312,55,,53,,1,
COMPSCI  136,CS,128164,14325,53,,46,,5,2
COMPSCI  161,CS,113847,16036,49,1,46,1,,1
COMPSCI  262,CS,122813,12992,49,9,40,,,
COMPSCI  287,CS,112867,11075,34,7,22,,,4
COMPSCI  207,CS,128105,16456,32,26,5,,,1
COMPSCI  289,CS,120238,13496,22,4,15,,,3
COMPSCI  189,CS,127551,15573,20,,20,,,
COMPSCI  265,CS,113660,15610,20,12,7,,,1
COMPSCI  229R,CS,120237,16989,19,6,11,,,2
COMPSCI  236R,CS,116531,15562,18,7,11,,,
COMPSCI   91R,CS,113257,11053,15,,15,,,
COMPSCI  127,CS,109566,16968,14,,13,,,1
COMPSCI  284,CS,160954,16909,14,9,4,,,1
COMPSCI  221,CS,111993,10428,13,3,10,,,
COMPSCI  234R,CS,109667,16180,13,3,10,,,
COMPSCI  242,CS,160624,16242,12,8,4,,,
COMPSCI  247R,CS,128149,16229,10,8,2,,,
COMPSCI  278,CS,116856,12328,8,3,3,,,2
COMPSCI  304,CS,108374,10934,5,5,,,,
COMPSCI  344,CS,116858,12330,5,5,,,,
COMPSCI  148,CS,110990,18582,4,,4,,,
COMPSCI  248,CS,121984,18583,4,3,,,,1
COMPSCI  320,CS,156744,11679,4,4,,,,
COMPSCI  322,CS,113643,12312,4,4,,,,
COMPSCI  364,CS,126329,13930,4,4,,,,
COMPSCI  299R,CS,114035,14237,3,3,,,,
COMPSCI  310,CS,116301,12366,3,3,,,,
COMPSCI  314,CS,124155,13577,3,3,,,,
COMPSCI  326,CS,126331,13934,3,3,,,,
COMPSCI  358,CS,115136,12119,3,3,,,,
COMPSCI  365,CS,125374,12880,3,3,,,,
COMPSCI  378,CS,110261,10878,3,3,,,,
COMPSCI  386,CS,160970,16927,3,3,,,,
COMPSCI  308,CS,119252,12643,2,2,,,,
COMPSCI  316,CS,125388,12906,2,2,,,,
COMPSCI  324,CS,111666,11564,2,2,,,,
COMPSCI  380,CS,110263,10880,2,2,,,,
COMPSCI  382,CS,160961,16911,2,2,,,,
COMPSCI  306,CS,109278,11857,1,1,,,,
COMPSCI  312,CS,143299,12474,1,1,,,,
COMPSCI  348,CS,120091,13280,1,1,,,,
COMPSCI  356,CS,113027,10271,1,1,,,,
COMPSCI  360,CS,109883,10646,1,1,,,,
TDM  141,DRAM,161233,17046,21,,20,,,1
TDM  149DA,DRAM,160652,16405,21,,21,,,
TDM  110,DRAM,112880,11181,20,,19,,,
TDM  120,DRAM,160654,16302,14,,14,,,
TDM  173X,DRAM,156461,17015,14,,10,,,4
TDM   97,DRAM,160648,16403,13,,13,,,
TDM  112R,DRAM,122906,16404,12,,11,,,1
TDM  151,DRAM,109545,10413,12,,9,,,3
TDM  131,DRAM,126812,14268,10,,10,,,
TDM  169DB,DRAM,160651,16301,5,,4,,,1
TDM   91R,DRAM,160980,16940,1,,1,,,
E-PSCI  134,E&PS,126141,16265,19,,19,,,
E-PSCI  261,E&PS,126477,14070,15,10,4,,,1
E-PSCI   22,E&PS,128224,14352,12,,10,,1,1
E-PSCI  133,E&PS,122093,13380,12,,12,,,
E-PSCI  331,E&PS,136675,12228,10,10,,,,
E-PSCI   99B,E&PS,159619,15326,9,,9,,,
E-PSCI  131,E&PS,111361,10710,8,1,7,,,
E-PSCI  237,E&PS,119062,17021,8,8,,,,
E-PSCI  203,E&PS,121615,12878,6,3,1,,,2
E-PSCI   56,E&PS,108969,16138,5,,4,,,1
E-PSCI  286,E&PS,126176,15331,5,4,,,,1
E-PSCI  342,E&PS,121156,13375,5,5,,,,
E-PSCI  367,E&PS,113927,14071,5,5,,,,
E-PSCI   91,E&PS,110761,10588,4,,4,,,
E-PSCI  162,E&PS,108750,15334,3,1,2,,,
E-PSCI  330,E&PS,135034,11931,3,3,,,,
E-PSCI  338,E&PS,121682,12960,3,3,,,,
E-PSCI  343,E&PS,123215,13753,3,3,,,,
E-PSCI  344,E&PS,118106,12674,3,3,,,,
E-PSCI  370,E&PS,125317,12825,3,3,,,,
E-PSCI  380,E&PS,110528,11620,3,3,,,,
E-PSCI  381,E&PS,126101,13733,3,3,,,,
E-PSCI  132,E&PS,123877,13165,2,,2,,,
E-PSCI  335,E&PS,112465,11877,2,2,,,,
E-PSCI  339,E&PS,117893,12425,2,2,,,,
E-PSCI  341,E&PS,120356,12703,2,2,,,,
E-PSCI  362,E&PS,111039,11922,2,2,,,,
E-PSCI  369,E&PS,121457,12623,2,2,,,,
E-PSCI  112,E&PS,161215,17022,1,,1,,,
E-PSCI  166,E&PS,110819,15327,1,,1,,,
E-PSCI  274,E&PS,107945,15330,1,1,,,,
E-PSCI  332,E&PS,111964,10327,1,1,,,,
E-PSCI  336,E&PS,119664,12877,1,1,,,,
E-PSCI  340,E&PS,112019,10584,1,1,,,,
E-PSCI  345,E&PS,118677,12301,1,1,,,,
E-PSCI  368,E&PS,114453,12318,1,1,,,,
CHNSE     BB,EALC,124237,15142,36,1,29,1,,5
EASTD   97AB,EALC,145419,12816,30,,29,,,
KOREAN     BB,EALC,124240,15164,24,1,18,,,5
CHNSE  130B,EALC,159631,15551,21,2,17,,,2
CHNSE  120B,EALC,110940,15266,20,2,17,,,1
JAPAN     BB,EALC,124258,15157,18,2,15,,,1
CHNSE     BB,EALC,124237,15254,16,1,13,,,2
CHNSE  142B,EALC,110722,15302,15,,15,,,
JAPAN     BB,EALC,124258,15158,15,1,12,,,2
CHNSE  130B,EALC,159631,15553,14,1,13,,,
JAPAN     BB,EALC,124258,15155,14,1,10,,,3
JAPAN  130B,EALC,119964,15679,14,7,7,,,
CHNSE     BB,EALC,124237,15253,13,2,11,,,
JAPAN  120B,EALC,159596,15673,13,4,7,,,2
CHNSE  120B,EALC,110940,15265,12,,12,,,
CHNSE  130XB,EALC,124238,15293,12,2,10,,,
CHNSLIT  140,EALC,108229,16992,12,4,2,1,,5
JAPNLIT  162,EALC,125615,13502,12,3,8,1,,
CHNSE     BB,EALC,124237,15255,11,1,8,,,2
CHNSE  123XB,EALC,143892,15286,11,,11,,,
CHNSE  123XB,EALC,143892,15287,11,,11,,,
CHNSE  140B,EALC,119648,15298,11,1,9,,,1
EAFM  111,EALC,159551,14445,10,3,4,,,3
EASTD   90R,EALC,152860,16465,10,1,8,,,1
CHNSE  106B,EALC,113249,14550,9,8,1,,,
CHNSE  130B,EALC,159631,15552,9,1,8,,,
CHNSLIT  245R,EALC,121041,14822,9,8,,,,1
KOREAN  130B,EALC,111846,16655,9,,8,,,1
CHNSE  120B,EALC,110940,15264,8,1,6,,,1
EASTD  195,EALC,130618,10358,8,2,4,,,2
JAPNLIT  271,EALC,126924,14825,8,6,1,,1,
KOREAN  120B,EALC,124043,16455,8,,7,,,1
CHNSE  140B,EALC,119648,15297,7,1,6,,,
EABS  256R,EALC,125643,13514,7,7,,,,
EAFM  220,EALC,109511,14826,7,5,1,,,1
JAPNHIST  115,EALC,119697,14823,7,2,5,,,
CHNSE  163,EALC,117085,16170,6,1,3,,,2
EASTD  150,EALC,160436,15663,6,2,3,,,1
JAPAN  120B,EALC,159596,15674,6,,6,,,
JAPAN  150B,EALC,127974,18417,6,,4,,,2
CHNSE  107B,EALC,120045,14629,5,3,1,,,1
CHNSE  142B,EALC,110722,19412,5,,4,1,,
CHNSE  150B,EALC,119758,15303,5,,5,,,
CHNSHIS  122,EALC,160430,15634,5,3,2,,,
CHNSLIT  229R,EALC,124534,16998,5,5,,,,
JAPAN  106B,EALC,111790,11933,5,5,,,,
JAPAN  120B,EALC,159596,15675,5,2,3,,,
JAPAN  140B,EALC,123963,16172,5,2,2,1,,
JAPAN  140B,EALC,123963,16173,5,3,1,1,,
CHNSE  300,EALC,114283,17692,4,3,,1,,
CHNSHIS  202,EALC,161272,18474,4,4,,,,
CHNSHIS  270B,EALC,126542,14819,4,4,,,,
CHNSLIT  114,EALC,125194,14820,4,1,3,,,
JAPAN  210B,EALC,124650,13351,4,4,,,,
JAPNHIST  121,EALC,160511,15742,4,1,3,,,
JAPNHIST  271R,EALC,126630,14827,4,4,,,,
EABS  245R,EALC,119754,19020,3,3,,,,
EASTD   98F,EALC,146249,13887,3,,3,,,
EASTD   99B,EALC,159890,15040,3,,3,,,
JAPAN  130B,EALC,119964,15680,3,,3,,,
KOREAN  123XB,EALC,161278,18533,3,,2,,,1
KOREAN  140B,EALC,112139,11054,3,3,,,,
KORHIST  261,EALC,127821,14202,3,3,,,,
KORLIT  110,EALC,156592,11557,3,3,,,,
KORLIT  211,EALC,156593,11558,3,3,,,,
VIETNAM     BB,EALC,116267,12327,3,1,2,,,
CHAG  120A,EALC,161482,20312,2,1,1,,,
CHNSE  163,EALC,117085,15670,2,,,,,2
CHNSE  300,EALC,114283,17689,2,2,,,,
CHNSE  300,EALC,114283,17691,2,2,,,,
JAPNHIST  126,EALC,120323,12681,2,1,1,,,
JAPNLIT  233R,EALC,124081,13438,2,2,,,,
JAPNLIT  234,EALC,160240,15342,2,2,,,,
KOREAN  150B,EALC,115518,12544,2,,2,,,
KOREAN  300,EALC,123021,19230,2,2,,,,
KORHIST  240R,EALC,117551,16381,2,2,,,,
CHNSE  300,EALC,114283,12199,1,1,,,,
CHNSE  300,EALC,114283,17685,1,1,,,,
CHNSE  300,EALC,114283,17686,1,1,,,,
CHNSE  300,EALC,114283,17687,1,1,,,,
CHNSE  300,EALC,114283,17688,1,1,,,,
CHNSHIS  215,EALC,160431,15633,1,1,,,,
CHNSLIT  131,EALC,160440,15665,1,,1,,,
EABS  300,EALC,117751,18523,1,1,,,,
JAPAN  300,EALC,114061,17998,1,1,,,,
JAPAN  300,EALC,114061,17999,1,1,,,,
KOREAN  120B,EALC,124043,19459,1,,1,,,
MONGOLN  120B,EALC,117091,12429,1,1,,,,
VIETNAM  120B,EALC,116270,12335,1,,,,,1
ECON   10B,ECON,109894,15350,578,1,576,,,
ECON 1010B,ECON,112062,15581,343,1,331,1,7,2
ECON 1420,ECON,123003,15527,130,2,120,1,7,
ECON 1123,ECON,123033,15528,91,,87,1,1,2
ECON 1050,ECON,123893,15467,86,2,71,2,9,1
ECON 1760,ECON,107403,10141,73,,60,,12,1
ECON 1342,ECON,160351,15384,69,,68,,1,
ECON 1745,ECON,117237,12491,65,2,52,1,5,5
ECON 1759,ECON,156356,11400,65,,49,,5,11
ECON 1816,ECON,122102,18787,64,,55,,1,8
ECON 1011B,ECON,120172,15582,61,,58,2,,1
ECON 1661,ECON,111261,14616,60,1,54,,1,4
ECON 2120,ECON,115026,12031,54,45,2,,1,6
ECON 1000A,ECON,110370,17052,52,,52,,,
ECON 1010A,ECON,108901,15580,48,,44,,2,1
ECON 1818,ECON,112195,15371,44,,44,,,
ECON 1030,ECON,114133,12014,43,,35,1,7,
ECON 2020B,ECON,113615,12259,33,28,,,,5
ECON 2030,ECON,119960,13111,32,18,6,1,,7
ECON 1310,ECON,107811,10331,31,,28,,2,1
ECON 2150,ECON,156429,15356,31,19,,1,,11
ECON 2010B,ECON,124139,13523,30,29,1,,,
ECON 2010D,ECON,159639,15372,28,28,,,,
ECON 1000B,ECON,110399,17053,26,,26,,,
ECON 2810B,ECON,112770,10324,24,20,1,1,,2
ECON 3000,ECON,113716,12472,22,22,,,,
ECON 2770HFB,ECON,160603,16232,21,21,,,,
ECON 1425,ECON,125716,13549,19,,19,,,
ECON 2338,ECON,160359,15398,19,13,,1,,5
ECON  980AA,ECON,110116,15348,18,,16,,2,
ECON  980B,ECON,126777,14260,17,,17,,,
ECON 1160,ECON,160352,15385,17,,15,,,2
ECON 2490,ECON,116569,18912,16,,3,,,13
ECON 2510,ECON,110310,10964,16,7,7,,2,
ECON 2725,ECON,110731,10447,15,12,,,2,1
ECON 1410,ECON,117818,12323,14,,13,,1,
ECON 2811,ECON,122104,13392,14,11,1,,,2
ECON 2812HFB,ECON,160605,16233,14,14,,,,
ECON 2332HFCB,ECON,160591,16191,13,12,,,,1
ECON 2465,ECON,126074,13705,13,8,,,,5
ECON 2530B,ECON,120439,12770,13,12,,,,1
ECON 2640HFB,ECON,160600,16230,13,13,,,,
ECON 2392,ECON,156554,11527,12,10,,1,,1
ECON 2480B,ECON,159892,15042,12,12,,,,
ECON  985LB,ECON,159910,15071,11,,11,,,
ECON 1640,ECON,116133,15462,11,,11,,,
ECON 2001B,ECON,159877,15021,11,10,,1,,
ECON 2080,ECON,118796,15741,11,9,1,1,,
ECON 2888R,ECON,122105,13394,11,,9,2,,
ECON  970,ECON,122752,18424,10,,10,,,
ECON  970,ECON,122752,18426,10,,10,,,
ECON  970,ECON,122752,18427,10,,10,,,
ECON  970,ECON,122752,18430,10,,10,,,
ECON  970,ECON,122752,18431,10,,10,,,
ECON  970,ECON,122752,18438,10,,10,,,
ECON  970,ECON,122752,18440,10,,10,,,
ECON  970,ECON,122752,18443,10,,10,,,
ECON  970,ECON,122752,18451,10,,10,,,
ECON  970,ECON,122752,18842,10,,10,,,
ECON  985TB,ECON,160783,16847,10,,10,,,
ECON 1687,ECON,126817,14269,10,,6,,2,2
ECON 2330,ECON,124933,13510,10,6,1,,,3
ECON 2728,ECON,115836,12081,10,6,3,,,1
ECON  970,ECON,122752,18429,9,,9,,,
ECON  970,ECON,122752,18435,9,,9,,,
ECON  970,ECON,122752,18436,9,,9,,,
ECON  970,ECON,122752,18442,9,,9,,,
ECON  970,ECON,122752,18587,9,,9,,,
ECON  970,ECON,122752,18843,9,,9,,,
ECON  985PB,ECON,159918,15089,9,,9,,,
ECON  985UB,ECON,160784,16848,9,,9,,,
ECON 2052,ECON,113349,11830,9,2,1,,,6
ECON 2059,ECON,121331,15373,9,3,3,,,3
ECON 2087HFRB,ECON,160588,16175,9,9,,,,
ECON 2450B,ECON,118658,12287,9,9,,,,
ECON  970,ECON,122752,18428,8,,8,,,
ECON  970,ECON,122752,18433,8,,8,,,
ECON  970,ECON,122752,18437,8,,8,,,
ECON  985QB,ECON,159919,15090,8,,8,,,
ECON  985RB,ECON,160781,16846,8,,8,,,
ECON  970,ECON,122752,18439,7,,7,,,
ECON  985SB,ECON,160782,16845,7,,7,,,
ECON 2060B,ECON,160711,16489,7,3,,,,4
ECON 2540HFB,ECON,160598,16226,7,7,,,,
ECON 2880,ECON,124078,13431,7,,6,,,1
ECON  970,ECON,122752,18425,6,,6,,,
ECON  970,ECON,122752,18441,6,,6,,,
ECON 1460,ECON,122492,12690,6,2,4,,,
ECON 2410A,ECON,125372,12879,6,6,,,,
ECON 2420HFB,ECON,160597,16222,6,6,,,,
ECON 2611,ECON,111407,16889,6,5,,,,1
ECON 2162B,ECON,159891,15041,5,5,,,,
ECON 2339RB,ECON,159920,15091,5,5,,,,
ECON 2460,ECON,121703,13023,5,5,,,,
ECON 2532,ECON,160339,15380,5,5,,,,
ECON 2727,ECON,119971,13123,5,2,,,,3
ECON  980W,ECON,107675,10266,4,,4,,,
ECON 2005HFB,ECON,160586,16169,4,4,,,,
ECON 3005,ECON,113088,10366,4,4,,,,
ECON 1080,ECON,160362,15853,3,,3,,,
ECON 2050,ECON,110309,10963,3,1,1,1,,
ECON 2342,ECON,110240,10856,3,,,2,,1
ECON 3810CHFRB,ECON,160630,16264,3,3,,,,
ECON  910R,ECON,107827,10347,2,,2,,,
ECON  970,ECON,122752,12944,2,,2,,,
ECON  975B,ECON,156670,11638,2,,2,,,
ECON 2390DHFB,ECON,160595,16219,2,2,,,,
ECON 2687,ECON,159931,15382,2,1,1,,,
ECON  990A,ECON,121184,15192,1,,1,,,
ECON 2535,ECON,143462,12194,1,1,,,,
ECON 2730,ECON,161299,18895,1,,1,,,
ECON 3390HFB,ECON,160615,16238,1,1,,,,
ECON 3450HFB,ECON,160617,16239,1,1,,,,
ECON 3660HFB,ECON,160626,16243,1,,,,,1
ECON 3723HFRB,ECON,160629,16259,1,1,,,,
EMR  110,EMR,161289,18569,12,,10,,,2
EMR  121,EMR,160752,16768,9,,7,,,2
EMR  122,EMR,160753,16770,7,4,3,,,
EMR   90,EMR,161288,18570,2,1,1,,,
EMR  120,EMR,160749,16763,1,,1,,,
ENGLISH  168D,ENGH,146559,14494,102,2,95,,1,4
ENGLISH  181A,ENGH,156061,14738,91,3,86,,,2
ENGLISH  121CG,ENGH,146556,14488,80,,79,,,
ENGLISH  190GN,ENGH,161199,17001,46,1,44,,,1
ENGLISH   99R,ENGH,114256,12167,33,,33,,,
ENGLISH   98R,ENGH,113443,11958,31,,31,,,
ENGLISH   41,ENGH,145803,14474,30,,30,,,
ENGLISH   66,ENGH,130636,14723,29,,29,,,
ENGLISH  154F,ENGH,160542,16246,26,,24,,1,1
ENGLISH   90FD,ENGH,130670,10585,25,,25,,,
ENGLISH   90HB,ENGH,146586,15203,23,,22,,1,
ENGLISH   61A,ENGH,159672,14576,20,,20,,,
ENGLISH  160M,ENGH,160543,15884,20,,18,,,2
ENGLISH  279,ENGH,130676,15207,18,14,1,,,3
ENGLISH   50A,ENGH,159671,14566,17,,16,,,1
ENGLISH  183ED,ENGH,161291,18576,16,,16,,,
ENGLISH  287,ENGH,130706,10813,16,5,6,,,5
ENGLISH  292M,ENGH,160012,15210,16,16,,,,
ENGLISH   90QO,ENGH,146542,15204,15,,15,,,
ENGLISH  103G,ENGH,130249,14483,14,2,12,,,
ENGLISH     CAPR,ENGH,120472,16268,13,11,1,1,,
ENGLISH     CPWR,ENGH,146247,13871,13,,10,2,,1
ENGLISH   40,ENGH,145787,17055,13,,13,,,
ENGLISH     CAFR,ENGH,160953,18447,12,,7,,,5
ENGLISH     CBBR,ENGH,146632,10129,12,1,9,,,2
ENGLISH     CDPR,ENGH,160743,16801,12,,11,,,1
ENGLISH     CFMR,ENGH,160952,18446,12,,12,,,
ENGLISH     CIJR,ENGH,156630,11584,12,,12,,,
ENGLISH     CLR,ENGH,116874,12344,12,,12,,,
ENGLISH     CNFR,ENGH,145426,12875,12,,8,,,4
ENGLISH     CRR,ENGH,115777,12060,12,,12,,,
ENGLISH     CWFR,ENGH,145856,13852,12,,11,,,1
ENGLISH  148GF,ENGH,161292,18577,12,,11,1,,
ENGLISH     CKR,ENGH,116875,12346,11,,11,,,
ENGLISH     CNNR,ENGH,148302,12873,11,2,6,,,3
ENGLISH     CAMR,ENGH,145402,13663,10,1,9,,,
ENGLISH     CWAR,ENGH,148318,13853,9,1,6,,,2
ENGLISH     CALR,ENGH,123934,18453,8,,8,,,
ENGLISH   90AL,ENGH,161293,18579,8,,7,,,1
ENGLISH  211,ENGH,146204,17040,8,8,,,,
ENGLISH  397,ENGH,118927,17805,8,8,,,,
ENGLISH  398,ENGH,117540,17789,7,7,,,,
ENGLISH  190E,ENGH,159670,14740,6,,5,1,,
ENGLISH  304HFB,ENGH,160634,16271,6,6,,,,
ENGLISH  399,ENGH,111027,15572,6,6,,,,
ENGLISH  288P,ENGH,160010,15209,5,5,,,,
ENGLISH  398,ENGH,117540,17791,5,5,,,,
ENGLISH  195A,ENGH,159667,14735,4,2,2,,,
ENGLISH  228Y,ENGH,111634,15206,4,4,,,,
ENGLISH  306HFB,ENGH,160635,16272,4,4,,,,
ENGLISH   91R,ENGH,110763,10603,3,,3,,,
ENGLISH  398,ENGH,117540,17781,3,3,,,,
ENGLISH  398,ENGH,117540,17793,3,3,,,,
ENGLISH  398,ENGH,117540,17796,3,3,,,,
ENGLISH  310HFRB,ENGH,160637,16274,2,2,,,,
ENGLISH  398,ENGH,117540,17772,2,2,,,,
ENGLISH  398,ENGH,117540,17773,2,2,,,,
ENGLISH  398,ENGH,117540,17774,2,2,,,,
ENGLISH  398,ENGH,117540,17775,2,2,,,,
ENGLISH  398,ENGH,117540,17776,2,2,,,,
ENGLISH  398,ENGH,117540,17784,2,2,,,,
ENGLISH  398,ENGH,117540,17795,2,2,,,,
ENGLISH  398,ENGH,117540,17798,2,2,,,,
ENGLISH  300HFB,ENGH,160632,16270,1,1,,,,
ENGLISH  308HFB,ENGH,160636,16273,1,1,,,,
ENGLISH  397,ENGH,118927,19712,1,1,,,,
ENGLISH  398,ENGH,117540,17777,1,1,,,,
ENGLISH  398,ENGH,117540,17782,1,1,,,,
ENGLISH  398,ENGH,117540,17783,1,1,,,,
ENGLISH  398,ENGH,117540,17786,1,1,,,,
ENGLISH  398,ENGH,117540,17788,1,1,,,,
ENGLISH  398,ENGH,117540,17790,1,1,,,,
ENGLISH  399,ENGH,111027,17833,1,1,,,,
ENGLISH  399,ENGH,111027,17834,1,,,,,1
ENGLISH  399,ENGH,111027,17857,1,1,,,,
ENG-SCI  123,ENGSCI,144952,12818,82,1,79,,,
ENG-SCI   51,ENGSCI,148434,10337,54,,54,,,
ENG-SCI  150,ENGSCI,116859,12332,52,3,47,,1,1
ENG-SCI    6,ENGSCI,116362,12441,48,,48,,,
ENG-SCI   52,ENGSCI,109809,10579,38,,37,,,
ENG-SCI  100HFB,ENGSCI,160553,16024,38,,38,,,
ENG-SCI   95R,ENGSCI,109272,11848,37,,37,,,
ENG-SCI  154,ENGSCI,143433,15734,30,,30,,,
ENG-SCI  156,ENGSCI,148148,12660,29,2,26,,1,
ENG-SCI   91R,ENGSCI,109477,10371,27,,27,,,
ENG-SCI  120,ENGSCI,131270,10688,27,1,26,,,
ENG-SCI   24,ENGSCI,156947,11793,22,,22,,,
ENG-SCI  221,ENGSCI,122340,13554,22,7,15,,,
ENG-SCI   96,ENGSCI,144983,15176,21,,21,,,
ENG-SCI  273,ENGSCI,123351,12778,21,20,1,,,
ENG-SCI   22,ENGSCI,109374,10201,19,,19,,,
ENG-SCI   20,ENGSCI,122566,12731,16,,11,,,5
ENG-SCI  247,ENGSCI,144024,12802,15,6,1,,,8
ENG-SCI  177,ENGSCI,109356,10185,14,,13,,,1
ENG-SCI  183,ENGSCI,108871,11371,14,,10,,,4
ENG-SCI  299R,ENGSCI,143668,12710,14,13,1,,,
ENG-SCI  352,ENGSCI,119262,12653,13,13,,,,
ENG-SCI  155,ENGSCI,109358,16090,11,3,8,,,
ENG-SCI  227,ENGSCI,127639,16017,11,1,10,,,
ENG-SCI  231,ENGSCI,125380,12888,11,5,6,,,
ENG-SCI   96,ENGSCI,144983,16935,10,,10,,,
ENG-SCI  342,ENGSCI,127073,13856,10,10,,,,
ENG-SCI  380,ENGSCI,122347,13561,10,10,,,,
ENG-SCI   96,ENGSCI,144983,13088,9,,9,,,
ENG-SCI  320,ENGSCI,121405,13642,9,9,,,,
ENG-SCI  354,ENGSCI,118030,12591,9,9,,,,
ENG-SCI  229,ENGSCI,109282,17007,8,4,1,,,3
ENG-SCI  252R,ENGSCI,123580,12986,8,6,1,,,1
ENG-SCI  294HFRB,ENGSCI,160594,16218,8,3,5,,,
ENG-SCI  112,ENGSCI,160454,15697,7,,6,,,1
ENG-SCI  316,ENGSCI,146777,10479,7,7,,,,
ENG-SCI  324,ENGSCI,120117,13308,7,7,,,,
ENG-SCI  330,ENGSCI,117378,12585,7,7,,,,
ENG-SCI  334,ENGSCI,118787,12367,7,7,,,,
ENG-SCI  396,ENGSCI,122884,13066,7,7,,,,
ENG-SCI  202,ENGSCI,142254,16096,6,4,2,,,
ENG-SCI  277,ENGSCI,109357,10186,6,4,1,,,1
ENG-SCI  153,ENGSCI,156518,15994,5,,2,,,3
ENG-SCI  249,ENGSCI,122342,17079,5,5,,,,
ENG-SCI  326,ENGSCI,115694,12010,5,5,,,,
ENG-SCI  332,ENGSCI,117620,12103,5,5,,,,
ENG-SCI  362,ENGSCI,144339,12781,5,5,,,,
ENG-SCI  382,ENGSCI,127075,13858,5,5,,,,
ENG-SCI  131,ENGSCI,156500,11487,4,,4,,,
ENG-SCI  132,ENGSCI,156491,11480,4,,2,,2,
ENG-SCI  133,ENGSCI,156496,11485,4,,4,,,
ENG-SCI  166,ENGSCI,161263,18349,4,,4,,,
ENG-SCI  230,ENGSCI,119260,16018,4,3,1,,,
ENG-SCI  265,ENGSCI,107764,10292,4,3,1,,,
ENG-SCI  310,ENGSCI,148221,13612,4,4,,,,
ENG-SCI  346,ENGSCI,121466,12635,4,4,,,,
ENG-SCI  151,ENGSCI,143005,12214,3,,2,,,1
ENG-SCI  306,ENGSCI,156746,11682,3,3,,,,
ENG-SCI  314,ENGSCI,120087,13274,3,3,,,,
ENG-SCI  390,ENGSCI,114496,12342,3,3,,,,
ENG-SCI  398,ENGSCI,127402,14008,3,3,,,,
ENG-SCI  153,ENGSCI,156518,19030,2,,2,,,
ENG-SCI  162,ENGSCI,137573,16015,2,,2,,,
ENG-SCI  237,ENGSCI,156547,11521,2,2,,,,
ENG-SCI  336,ENGSCI,114275,12189,2,2,,,,
ENG-SCI  348,ENGSCI,127071,13854,2,2,,,,
ENG-SCI  358,ENGSCI,144759,13252,2,2,,,,
ENG-SCI  366,ENGSCI,121289,13501,2,2,,,,
ENG-SCI  372,ENGSCI,160978,16937,2,2,,,,
ENG-SCI  384,ENGSCI,160965,16915,2,2,,,,
ENG-SCI  322,ENGSCI,125480,13196,1,1,,,,
ENG-SCI  340,ENGSCI,125478,13192,1,1,,,,
ENG-SCI  350,ENGSCI,107734,10282,1,1,,,,
ENG-SCI  356,ENGSCI,109276,11852,1,1,,,,
ENG-SCI  368,ENGSCI,122867,13052,1,1,,,,
ENG-SCI  392,ENGSCI,160971,16928,1,1,,,,
ESPP   11,ESPP,109934,15148,55,,52,1,1,1
ESPP   90E,ESPP,119814,15166,21,,20,,,1
ESPP   90Y,ESPP,159984,15168,19,,19,,,
ESPP   90T,ESPP,128099,14314,8,,8,,,
ESPP   91R,ESPP,110943,11468,8,,8,,,
ESPP   99B,ESPP,159921,15093,4,,4,,,
EXPOS   40,EXPO,125227,18415,30,,30,,,
EXPOS   40,EXPO,125227,18416,30,,30,,,
EXPOS   20,EXPO,116353,18355,16,,16,,,
EXPOS   20,EXPO,116353,18378,16,,16,,,
EXPOS   20,EXPO,116353,18383,16,,16,,,
EXPOS   20,EXPO,116353,18350,15,,15,,,
EXPOS   20,EXPO,116353,18358,15,,15,,,
EXPOS   20,EXPO,116353,18359,15,,15,,,
EXPOS   20,EXPO,116353,18361,15,,15,,,
EXPOS   20,EXPO,116353,18372,15,,15,,,
EXPOS   20,EXPO,116353,18374,15,,15,,,
EXPOS   20,EXPO,116353,18376,15,,15,,,
EXPOS   20,EXPO,116353,18387,15,,15,,,
EXPOS   20,EXPO,116353,18396,15,,15,,,
EXPOS   20,EXPO,116353,18397,15,,15,,,
EXPOS   20,EXPO,116353,18412,15,,15,,,
EXPOS   20,EXPO,116353,18974,15,,15,,,
EXPOS   20,EXPO,116353,18354,14,,14,,,
EXPOS   20,EXPO,116353,18356,14,,14,,,
EXPOS   20,EXPO,116353,18360,14,,14,,,
EXPOS   20,EXPO,116353,18379,14,,14,,,
EXPOS   20,EXPO,116353,18384,14,,14,,,
EXPOS   20,EXPO,116353,18388,14,,14,,,
EXPOS   20,EXPO,116353,18407,14,,14,,,
EXPOS   20,EXPO,116353,18369,13,,13,,,
EXPOS   20,EXPO,116353,18353,8,,8,,,
FAS     LE,FAS,160717,16570,19,19,,,,
FAS     TS,FAS,161167,16971,1,1,,,,
FOLKMYTH  172,FOLK,127859,14213,13,,13,,,
